 crate_id | slot | fem_channel | wireplane | wirenum 
        3 |   12 |           1 | V         |     336
        1 |   13 |          16 | U         |     336
        2 |    8 |          49 | Y         |     337
        1 |   13 |          17 | U         |     337
        3 |   12 |           3 | V         |     337
        1 |   13 |          18 | U         |     338
        3 |   12 |           5 | V         |     338
        2 |    8 |          50 | Y         |     338
        2 |    8 |          51 | Y         |     339
        3 |   12 |           7 | V         |     339
        1 |   13 |          19 | U         |     339
        2 |    8 |          52 | Y         |     340
        1 |   13 |          20 | U         |     340
        3 |   12 |           9 | V         |     340
        1 |   13 |          21 | U         |     341
        3 |   12 |          11 | V         |     341
        2 |    8 |          53 | Y         |     341
        3 |   12 |          13 | V         |     342
        2 |    8 |          54 | Y         |     342
        1 |   13 |          22 | U         |     342
        2 |    8 |          55 | Y         |     343
        3 |   12 |          15 | V         |     343
        1 |   13 |          23 | U         |     343
        2 |    8 |          56 | Y         |     344
        1 |   13 |          24 | U         |     344
        3 |   12 |          17 | V         |     344
        3 |   12 |          19 | V         |     345
        2 |    8 |          57 | Y         |     345
        1 |   13 |          25 | U         |     345
        2 |    8 |          58 | Y         |     346
        3 |   12 |          21 | V         |     346
        1 |   13 |          26 | U         |     346
        3 |   12 |          23 | V         |     347
        1 |   13 |          27 | U         |     347
        2 |    8 |          59 | Y         |     347
        3 |   12 |          25 | V         |     348
        1 |   13 |          28 | U         |     348
        2 |    8 |          60 | Y         |     348
        3 |   12 |          27 | V         |     349
        2 |    8 |          61 | Y         |     349
        1 |   13 |          29 | U         |     349
        3 |   12 |          29 | V         |     350
        1 |   13 |          30 | U         |     350
        2 |    8 |          62 | Y         |     350
        1 |   13 |          31 | U         |     351
        3 |   12 |          31 | V         |     351
        2 |    8 |          63 | Y         |     351
        1 |   13 |          32 | U         |     352
        3 |   11 |           1 | V         |     352
        2 |    7 |          32 | Y         |     352
        2 |    7 |          33 | Y         |     353
        3 |   11 |           3 | V         |     353
        1 |   13 |          33 | U         |     353
        2 |    7 |          34 | Y         |     354
        1 |   13 |          34 | U         |     354
        3 |   11 |           5 | V         |     354
        1 |   13 |          35 | U         |     355
        3 |   11 |           7 | V         |     355
        2 |    7 |          35 | Y         |     355
        3 |   11 |           9 | V         |     356
        2 |    7 |          36 | Y         |     356
        1 |   13 |          36 | U         |     356
        3 |   11 |          11 | V         |     357
        2 |    7 |          37 | Y         |     357
        1 |   13 |          37 | U         |     357
        2 |    7 |          38 | Y         |     358
        1 |   13 |          38 | U         |     358
        3 |   11 |          13 | V         |     358
        2 |    7 |          39 | Y         |     359
        3 |   11 |          15 | V         |     359
        1 |   13 |          39 | U         |     359
        3 |   11 |          17 | V         |     360
        2 |    7 |          40 | Y         |     360
        1 |   13 |          40 | U         |     360
        2 |    7 |          41 | Y         |     361
        1 |   13 |          41 | U         |     361
        3 |   11 |          19 | V         |     361
        3 |   11 |          21 | V         |     362
        1 |   13 |          42 | U         |     362
        2 |    7 |          42 | Y         |     362
        2 |    7 |          43 | Y         |     363
        1 |   13 |          43 | U         |     363
        3 |   11 |          23 | V         |     363
        1 |   13 |          44 | U         |     364
        3 |   11 |          25 | V         |     364
        2 |    7 |          44 | Y         |     364
        3 |   11 |          27 | V         |     365
        2 |    7 |          45 | Y         |     365
        1 |   13 |          45 | U         |     365
        1 |   13 |          46 | U         |     366
        2 |    7 |          46 | Y         |     366
        3 |   11 |          29 | V         |     366
        1 |   13 |          47 | U         |     367
        2 |    7 |          47 | Y         |     367
        3 |   11 |          31 | V         |     367
        3 |   10 |           1 | V         |     368
        2 |    7 |          48 | Y         |     368
        1 |   13 |          48 | U         |     368
        1 |   13 |          49 | U         |     369
        2 |    7 |          49 | Y         |     369
        3 |   10 |           3 | V         |     369
        2 |    7 |          50 | Y         |     370
        3 |   10 |           5 | V         |     370
        1 |   13 |          50 | U         |     370
        2 |    7 |          51 | Y         |     371
        3 |   10 |           7 | V         |     371
        1 |   13 |          51 | U         |     371
        1 |   13 |          52 | U         |     372
        3 |   10 |           9 | V         |     372
        2 |    7 |          52 | Y         |     372
        2 |    7 |          53 | Y         |     373
        3 |   10 |          11 | V         |     373
        1 |   13 |          53 | U         |     373
        3 |   10 |          13 | V         |     374
        2 |    7 |          54 | Y         |     374
        1 |   13 |          54 | U         |     374
        2 |    7 |          55 | Y         |     375
        3 |   10 |          15 | V         |     375
        1 |   13 |          55 | U         |     375
        3 |   10 |          17 | V         |     376
        2 |    7 |          56 | Y         |     376
        1 |   13 |          56 | U         |     376
        2 |    7 |          57 | Y         |     377
        3 |   10 |          19 | V         |     377
        1 |   13 |          57 | U         |     377
        3 |   10 |          21 | V         |     378
        2 |    7 |          58 | Y         |     378
        1 |   13 |          58 | U         |     378
        3 |   10 |          23 | V         |     379
        2 |    7 |          59 | Y         |     379
        1 |   13 |          59 | U         |     379
        1 |   13 |          60 | U         |     380
        3 |   10 |          25 | V         |     380
        2 |    7 |          60 | Y         |     380
        3 |   10 |          27 | V         |     381
        2 |    7 |          61 | Y         |     381
        1 |   13 |          61 | U         |     381
        1 |   13 |          62 | U         |     382
        2 |    7 |          62 | Y         |     382
        3 |   10 |          29 | V         |     382
        3 |   10 |          31 | V         |     383
        1 |   13 |          63 | U         |     383
        2 |    7 |          63 | Y         |     383
        2 |    6 |          32 | Y         |     384
        1 |   12 |           0 | U         |     384
        3 |    9 |           1 | V         |     384
        2 |    6 |          33 | Y         |     385
        1 |   12 |           1 | U         |     385
        3 |    9 |           3 | V         |     385
        2 |    6 |          34 | Y         |     386
        3 |    9 |           5 | V         |     386
        1 |   12 |           2 | U         |     386
        2 |    6 |          35 | Y         |     387
        1 |   12 |           3 | U         |     387
        3 |    9 |           7 | V         |     387
        3 |    9 |           9 | V         |     388
        2 |    6 |          36 | Y         |     388
        1 |   12 |           4 | U         |     388
        3 |    9 |          11 | V         |     389
        1 |   12 |           5 | U         |     389
        2 |    6 |          37 | Y         |     389
        2 |    6 |          38 | Y         |     390
        1 |   12 |           6 | U         |     390
        3 |    9 |          13 | V         |     390
        2 |    6 |          39 | Y         |     391
        3 |    9 |          15 | V         |     391
        1 |   12 |           7 | U         |     391
        3 |    9 |          17 | V         |     392
        2 |    6 |          40 | Y         |     392
        1 |   12 |           8 | U         |     392
        1 |   12 |           9 | U         |     393
        3 |    9 |          19 | V         |     393
        2 |    6 |          41 | Y         |     393
        2 |    6 |          42 | Y         |     394
        1 |   12 |          10 | U         |     394
        3 |    9 |          21 | V         |     394
        1 |   12 |          11 | U         |     395
        3 |    9 |          23 | V         |     395
        2 |    6 |          43 | Y         |     395
        1 |   12 |          12 | U         |     396
        2 |    6 |          44 | Y         |     396
        3 |    9 |          25 | V         |     396
        1 |   12 |          13 | U         |     397
        2 |    6 |          45 | Y         |     397
        3 |    9 |          27 | V         |     397
        3 |    9 |          29 | V         |     398
        1 |   12 |          14 | U         |     398
        2 |    6 |          46 | Y         |     398
        1 |   12 |          15 | U         |     399
        3 |    9 |          31 | V         |     399
        2 |    6 |          47 | Y         |     399
        3 |    8 |           1 | V         |     400
        2 |    6 |          48 | Y         |     400
        1 |   12 |          16 | U         |     400
        1 |   12 |          17 | U         |     401
        2 |    6 |          49 | Y         |     401
        3 |    8 |           3 | V         |     401
        2 |    6 |          50 | Y         |     402
        3 |    8 |           5 | V         |     402
        1 |   12 |          18 | U         |     402
        1 |   12 |          19 | U         |     403
        3 |    8 |           7 | V         |     403
        2 |    6 |          51 | Y         |     403
        1 |   12 |          20 | U         |     404
        2 |    6 |          52 | Y         |     404
        3 |    8 |           9 | V         |     404
        3 |    8 |          11 | V         |     405
        2 |    6 |          53 | Y         |     405
        1 |   12 |          21 | U         |     405
        2 |    6 |          54 | Y         |     406
        1 |   12 |          22 | U         |     406
        3 |    8 |          13 | V         |     406
        2 |    6 |          55 | Y         |     407
        1 |   12 |          23 | U         |     407
        3 |    8 |          15 | V         |     407
        2 |    6 |          56 | Y         |     408
        3 |    8 |          17 | V         |     408
        1 |   12 |          24 | U         |     408
        3 |    8 |          19 | V         |     409
        1 |   12 |          25 | U         |     409
        2 |    6 |          57 | Y         |     409
        1 |   12 |          26 | U         |     410
        2 |    6 |          58 | Y         |     410
        3 |    8 |          21 | V         |     410
        1 |   12 |          27 | U         |     411
        2 |    6 |          59 | Y         |     411
        3 |    8 |          23 | V         |     411
        3 |    8 |          25 | V         |     412
        2 |    6 |          60 | Y         |     412
        1 |   12 |          28 | U         |     412
        2 |    6 |          61 | Y         |     413
        3 |    8 |          27 | V         |     413
        1 |   12 |          29 | U         |     413
        2 |    6 |          62 | Y         |     414
        1 |   12 |          30 | U         |     414
        3 |    8 |          29 | V         |     414
        2 |    6 |          63 | Y         |     415
        3 |    8 |          31 | V         |     415
        1 |   12 |          31 | U         |     415
        2 |    5 |          32 | Y         |     416
        1 |   12 |          32 | U         |     416
        3 |    7 |           1 | V         |     416
        3 |    7 |           3 | V         |     417
        1 |   12 |          33 | U         |     417
        2 |    5 |          33 | Y         |     417
        3 |    7 |           5 | V         |     418
        1 |   12 |          34 | U         |     418
        2 |    5 |          34 | Y         |     418
        3 |    7 |           7 | V         |     419
        2 |    5 |          35 | Y         |     419
        1 |   12 |          35 | U         |     419
        3 |    7 |           9 | V         |     420
        1 |   12 |          36 | U         |     420
        2 |    5 |          36 | Y         |     420
        2 |    5 |          37 | Y         |     421
        1 |   12 |          37 | U         |     421
        3 |    7 |          11 | V         |     421
        2 |    5 |          38 | Y         |     422
        1 |   12 |          38 | U         |     422
        3 |    7 |          13 | V         |     422
        2 |    5 |          39 | Y         |     423
        1 |   12 |          39 | U         |     423
        3 |    7 |          15 | V         |     423
        2 |    5 |          40 | Y         |     424
        3 |    7 |          17 | V         |     424
        1 |   12 |          40 | U         |     424
        2 |    5 |          41 | Y         |     425
        1 |   12 |          41 | U         |     425
        3 |    7 |          19 | V         |     425
        1 |   12 |          42 | U         |     426
        3 |    7 |          21 | V         |     426
        2 |    5 |          42 | Y         |     426
        3 |    7 |          23 | V         |     427
        1 |   12 |          43 | U         |     427
        2 |    5 |          43 | Y         |     427
        1 |   12 |          44 | U         |     428
        3 |    7 |          25 | V         |     428
        2 |    5 |          44 | Y         |     428
        2 |    5 |          45 | Y         |     429
        3 |    7 |          27 | V         |     429
        1 |   12 |          45 | U         |     429
        1 |   12 |          46 | U         |     430
        3 |    7 |          29 | V         |     430
        2 |    5 |          46 | Y         |     430
        3 |    7 |          31 | V         |     431
        2 |    5 |          47 | Y         |     431
        1 |   12 |          47 | U         |     431
        3 |    6 |           1 | V         |     432
        2 |    5 |          48 | Y         |     432
        1 |   12 |          48 | U         |     432
        2 |    5 |          49 | Y         |     433
        3 |    6 |           3 | V         |     433
        1 |   12 |          49 | U         |     433
        2 |    5 |          50 | Y         |     434
        3 |    6 |           5 | V         |     434
        1 |   12 |          50 | U         |     434
        3 |    6 |           7 | V         |     435
        2 |    5 |          51 | Y         |     435
        1 |   12 |          51 | U         |     435
        2 |    5 |          52 | Y         |     436
        3 |    6 |           9 | V         |     436
        1 |   12 |          52 | U         |     436
        2 |    5 |          53 | Y         |     437
        3 |    6 |          11 | V         |     437
        1 |   12 |          53 | U         |     437
        1 |   12 |          54 | U         |     438
        3 |    6 |          13 | V         |     438
        2 |    5 |          54 | Y         |     438
        2 |    5 |          55 | Y         |     439
        1 |   12 |          55 | U         |     439
        3 |    6 |          15 | V         |     439
        2 |    5 |          56 | Y         |     440
        1 |   12 |          56 | U         |     440
        3 |    6 |          17 | V         |     440
        1 |   12 |          57 | U         |     441
        2 |    5 |          57 | Y         |     441
        3 |    6 |          19 | V         |     441
        3 |    6 |          21 | V         |     442
        1 |   12 |          58 | U         |     442
        2 |    5 |          58 | Y         |     442
        3 |    6 |          23 | V         |     443
        1 |   12 |          59 | U         |     443
        2 |    5 |          59 | Y         |     443
        3 |    6 |          25 | V         |     444
        2 |    5 |          60 | Y         |     444
        1 |   12 |          60 | U         |     444
        3 |    6 |          27 | V         |     445
        2 |    5 |          61 | Y         |     445
        1 |   12 |          61 | U         |     445
        1 |   12 |          62 | U         |     446
        2 |    5 |          62 | Y         |     446
        3 |    6 |          29 | V         |     446
        1 |   12 |          63 | U         |     447
        3 |    6 |          31 | V         |     447
        2 |    5 |          63 | Y         |     447
        2 |    4 |          32 | Y         |     448
        3 |    5 |           1 | V         |     448
        1 |   11 |           0 | U         |     448
        1 |   11 |           1 | U         |     449
        2 |    4 |          33 | Y         |     449
        3 |    5 |           3 | V         |     449
        1 |   11 |           2 | U         |     450
        2 |    4 |          34 | Y         |     450
        3 |    5 |           5 | V         |     450
        2 |    4 |          35 | Y         |     451
        3 |    5 |           7 | V         |     451
        1 |   11 |           3 | U         |     451
        2 |    4 |          36 | Y         |     452
        1 |   11 |           4 | U         |     452
        3 |    5 |           9 | V         |     452
        1 |   11 |           5 | U         |     453
        2 |    4 |          37 | Y         |     453
        3 |    5 |          11 | V         |     453
        1 |   11 |           6 | U         |     454
        3 |    5 |          13 | V         |     454
        2 |    4 |          38 | Y         |     454
        2 |    4 |          39 | Y         |     455
        1 |   11 |           7 | U         |     455
        3 |    5 |          15 | V         |     455
        3 |    5 |          17 | V         |     456
        1 |   11 |           8 | U         |     456
        2 |    4 |          40 | Y         |     456
        2 |    4 |          41 | Y         |     457
        3 |    5 |          19 | V         |     457
        1 |   11 |           9 | U         |     457
        3 |    5 |          21 | V         |     458
        2 |    4 |          42 | Y         |     458
        1 |   11 |          10 | U         |     458
        3 |    5 |          23 | V         |     459
        1 |   11 |          11 | U         |     459
        2 |    4 |          43 | Y         |     459
        3 |    5 |          25 | V         |     460
        1 |   11 |          12 | U         |     460
        2 |    4 |          44 | Y         |     460
        1 |   11 |          13 | U         |     461
        2 |    4 |          45 | Y         |     461
        3 |    5 |          27 | V         |     461
        3 |    5 |          29 | V         |     462
        1 |   11 |          14 | U         |     462
        2 |    4 |          46 | Y         |     462
        1 |   11 |          15 | U         |     463
        3 |    5 |          31 | V         |     463
        2 |    4 |          47 | Y         |     463
        2 |    4 |          48 | Y         |     464
        1 |   11 |          16 | U         |     464
        3 |    4 |           1 | V         |     464
        2 |    4 |          49 | Y         |     465
        3 |    4 |           3 | V         |     465
        1 |   11 |          17 | U         |     465
        1 |   11 |          18 | U         |     466
        2 |    4 |          50 | Y         |     466
        3 |    4 |           5 | V         |     466
        1 |   11 |          19 | U         |     467
        2 |    4 |          51 | Y         |     467
        3 |    4 |           7 | V         |     467
        1 |   11 |          20 | U         |     468
        2 |    4 |          52 | Y         |     468
        3 |    4 |           9 | V         |     468
        3 |    4 |          11 | V         |     469
        1 |   11 |          21 | U         |     469
        2 |    4 |          53 | Y         |     469
        2 |    4 |          54 | Y         |     470
        1 |   11 |          22 | U         |     470
        3 |    4 |          13 | V         |     470
        3 |    4 |          15 | V         |     471
        1 |   11 |          23 | U         |     471
        2 |    4 |          55 | Y         |     471
        1 |   11 |          24 | U         |     472
        3 |    4 |          17 | V         |     472
        2 |    4 |          56 | Y         |     472
        3 |    4 |          19 | V         |     473
        1 |   11 |          25 | U         |     473
        2 |    4 |          57 | Y         |     473
        3 |    4 |          21 | V         |     474
        1 |   11 |          26 | U         |     474
        2 |    4 |          58 | Y         |     474
        3 |    4 |          23 | V         |     475
        2 |    4 |          59 | Y         |     475
        1 |   11 |          27 | U         |     475
        1 |   11 |          28 | U         |     476
        2 |    4 |          60 | Y         |     476
        3 |    4 |          25 | V         |     476
        2 |    4 |          61 | Y         |     477
        1 |   11 |          29 | U         |     477
        3 |    4 |          27 | V         |     477
        1 |   11 |          30 | U         |     478
        3 |    4 |          29 | V         |     478
        2 |    4 |          62 | Y         |     478
        3 |    4 |          31 | V         |     479
        1 |   11 |          31 | U         |     479
        2 |    4 |          63 | Y         |     479
        1 |   11 |          32 | U         |     480
        4 |   18 |           1 | V         |     480
        3 |   18 |          32 | Y         |     480
        3 |   18 |          33 | Y         |     481
        1 |   11 |          33 | U         |     481
        4 |   18 |           3 | V         |     481
        4 |   18 |           5 | V         |     482
        1 |   11 |          34 | U         |     482
        3 |   18 |          34 | Y         |     482
        1 |   11 |          35 | U         |     483
        4 |   18 |           7 | V         |     483
        3 |   18 |          35 | Y         |     483
        3 |   18 |          36 | Y         |     484
        4 |   18 |           9 | V         |     484
        1 |   11 |          36 | U         |     484
        3 |   18 |          37 | Y         |     485
        4 |   18 |          11 | V         |     485
        1 |   11 |          37 | U         |     485
        3 |   18 |          38 | Y         |     486
        4 |   18 |          13 | V         |     486
        1 |   11 |          38 | U         |     486
        3 |   18 |          39 | Y         |     487
        4 |   18 |          15 | V         |     487
        1 |   11 |          39 | U         |     487
        3 |   18 |          40 | Y         |     488
        4 |   18 |          17 | V         |     488
        1 |   11 |          40 | U         |     488
        4 |   18 |          19 | V         |     489
        3 |   18 |          41 | Y         |     489
        1 |   11 |          41 | U         |     489
        3 |   18 |          42 | Y         |     490
        1 |   11 |          42 | U         |     490
        4 |   18 |          21 | V         |     490
        3 |   18 |          43 | Y         |     491
        1 |   11 |          43 | U         |     491
        4 |   18 |          23 | V         |     491
        1 |   11 |          44 | U         |     492
        4 |   18 |          25 | V         |     492
        3 |   18 |          44 | Y         |     492
        4 |   18 |          27 | V         |     493
        1 |   11 |          45 | U         |     493
        3 |   18 |          45 | Y         |     493
        1 |   11 |          46 | U         |     494
        3 |   18 |          46 | Y         |     494
        4 |   18 |          29 | V         |     494
        4 |   18 |          31 | V         |     495
        3 |   18 |          47 | Y         |     495
        1 |   11 |          47 | U         |     495
        3 |   18 |          48 | Y         |     496
        4 |   17 |           1 | V         |     496
        1 |   11 |          48 | U         |     496
        3 |   18 |          49 | Y         |     497
        4 |   17 |           3 | V         |     497
        1 |   11 |          49 | U         |     497
        4 |   17 |           5 | V         |     498
        1 |   11 |          50 | U         |     498
        3 |   18 |          50 | Y         |     498
        4 |   17 |           7 | V         |     499
        1 |   11 |          51 | U         |     499
        3 |   18 |          51 | Y         |     499
        1 |   11 |          52 | U         |     500
        4 |   17 |           9 | V         |     500
        3 |   18 |          52 | Y         |     500
        4 |   17 |          11 | V         |     501
        1 |   11 |          53 | U         |     501
        3 |   18 |          53 | Y         |     501
        1 |   11 |          54 | U         |     502
        3 |   18 |          54 | Y         |     502
        4 |   17 |          13 | V         |     502
        3 |   18 |          55 | Y         |     503
        1 |   11 |          55 | U         |     503
        4 |   17 |          15 | V         |     503
        1 |   11 |          56 | U         |     504
        3 |   18 |          56 | Y         |     504
        4 |   17 |          17 | V         |     504
        1 |   11 |          57 | U         |     505
        4 |   17 |          19 | V         |     505
        3 |   18 |          57 | Y         |     505
        1 |   11 |          58 | U         |     506
        4 |   17 |          21 | V         |     506
        3 |   18 |          58 | Y         |     506
        3 |   18 |          59 | Y         |     507
        4 |   17 |          23 | V         |     507
        1 |   11 |          59 | U         |     507
        1 |   11 |          60 | U         |     508
        3 |   18 |          60 | Y         |     508
        4 |   17 |          25 | V         |     508
        3 |   18 |          61 | Y         |     509
        1 |   11 |          61 | U         |     509
        4 |   17 |          27 | V         |     509
        1 |   11 |          62 | U         |     510
        3 |   18 |          62 | Y         |     510
        4 |   17 |          29 | V         |     510
        4 |   17 |          31 | V         |     511
        1 |   11 |          63 | U         |     511
        3 |   18 |          63 | Y         |     511
        4 |   16 |           1 | V         |     512
        3 |   17 |          32 | Y         |     512
        1 |   10 |           0 | U         |     512
        3 |   17 |          33 | Y         |     513
        1 |   10 |           1 | U         |     513
        4 |   16 |           3 | V         |     513
        1 |   10 |           2 | U         |     514
        3 |   17 |          34 | Y         |     514
        4 |   16 |           5 | V         |     514
        1 |   10 |           3 | U         |     515
        4 |   16 |           7 | V         |     515
        3 |   17 |          35 | Y         |     515
        4 |   16 |           9 | V         |     516
        3 |   17 |          36 | Y         |     516
        1 |   10 |           4 | U         |     516
        1 |   10 |           5 | U         |     517
        3 |   17 |          37 | Y         |     517
        4 |   16 |          11 | V         |     517
        3 |   17 |          38 | Y         |     518
        1 |   10 |           6 | U         |     518
        4 |   16 |          13 | V         |     518
        4 |   16 |          15 | V         |     519
        1 |   10 |           7 | U         |     519
        3 |   17 |          39 | Y         |     519
        3 |   17 |          40 | Y         |     520
        1 |   10 |           8 | U         |     520
        4 |   16 |          17 | V         |     520
        3 |   17 |          41 | Y         |     521
        1 |   10 |           9 | U         |     521
        4 |   16 |          19 | V         |     521
        1 |   10 |          10 | U         |     522
        4 |   16 |          21 | V         |     522
        3 |   17 |          42 | Y         |     522
        4 |   16 |          23 | V         |     523
        3 |   17 |          43 | Y         |     523
        1 |   10 |          11 | U         |     523
        1 |   10 |          12 | U         |     524
        4 |   16 |          25 | V         |     524
        3 |   17 |          44 | Y         |     524
        4 |   16 |          27 | V         |     525
        3 |   17 |          45 | Y         |     525
        1 |   10 |          13 | U         |     525
        1 |   10 |          14 | U         |     526
        3 |   17 |          46 | Y         |     526
        4 |   16 |          29 | V         |     526
        1 |   10 |          15 | U         |     527
        4 |   16 |          31 | V         |     527
        3 |   17 |          47 | Y         |     527
        1 |   10 |          16 | U         |     528
        3 |   17 |          48 | Y         |     528
        4 |   15 |           1 | V         |     528
        3 |   17 |          49 | Y         |     529
        4 |   15 |           3 | V         |     529
        1 |   10 |          17 | U         |     529
        4 |   15 |           5 | V         |     530
        1 |   10 |          18 | U         |     530
        3 |   17 |          50 | Y         |     530
        1 |   10 |          19 | U         |     531
        3 |   17 |          51 | Y         |     531
        4 |   15 |           7 | V         |     531
        4 |   15 |           9 | V         |     532
        3 |   17 |          52 | Y         |     532
        1 |   10 |          20 | U         |     532
        4 |   15 |          11 | V         |     533
        1 |   10 |          21 | U         |     533
        3 |   17 |          53 | Y         |     533
        3 |   17 |          54 | Y         |     534
        4 |   15 |          13 | V         |     534
        1 |   10 |          22 | U         |     534
        3 |   17 |          55 | Y         |     535
        4 |   15 |          15 | V         |     535
        1 |   10 |          23 | U         |     535
        3 |   17 |          56 | Y         |     536
        1 |   10 |          24 | U         |     536
        4 |   15 |          17 | V         |     536
        1 |   10 |          25 | U         |     537
        3 |   17 |          57 | Y         |     537
        4 |   15 |          19 | V         |     537
        3 |   17 |          58 | Y         |     538
        4 |   15 |          21 | V         |     538
        1 |   10 |          26 | U         |     538
        1 |   10 |          27 | U         |     539
        4 |   15 |          23 | V         |     539
        3 |   17 |          59 | Y         |     539
        1 |   10 |          28 | U         |     540
        3 |   17 |          60 | Y         |     540
        4 |   15 |          25 | V         |     540
        1 |   10 |          29 | U         |     541
        4 |   15 |          27 | V         |     541
        3 |   17 |          61 | Y         |     541
        4 |   15 |          29 | V         |     542
        3 |   17 |          62 | Y         |     542
        1 |   10 |          30 | U         |     542
        4 |   15 |          31 | V         |     543
        1 |   10 |          31 | U         |     543
        3 |   17 |          63 | Y         |     543
        3 |   16 |          32 | Y         |     544
        4 |   14 |           1 | V         |     544
        1 |   10 |          32 | U         |     544
        1 |   10 |          33 | U         |     545
        3 |   16 |          33 | Y         |     545
        4 |   14 |           3 | V         |     545
        3 |   16 |          34 | Y         |     546
        4 |   14 |           5 | V         |     546
        1 |   10 |          34 | U         |     546
        3 |   16 |          35 | Y         |     547
        1 |   10 |          35 | U         |     547
        4 |   14 |           7 | V         |     547
        3 |   16 |          36 | Y         |     548
        1 |   10 |          36 | U         |     548
        4 |   14 |           9 | V         |     548
        4 |   14 |          11 | V         |     549
        1 |   10 |          37 | U         |     549
        3 |   16 |          37 | Y         |     549
        1 |   10 |          38 | U         |     550
        3 |   16 |          38 | Y         |     550
        4 |   14 |          13 | V         |     550
        1 |   10 |          39 | U         |     551
        3 |   16 |          39 | Y         |     551
        4 |   14 |          15 | V         |     551
        3 |   16 |          40 | Y         |     552
        1 |   10 |          40 | U         |     552
        4 |   14 |          17 | V         |     552
        3 |   16 |          41 | Y         |     553
        4 |   14 |          19 | V         |     553
        1 |   10 |          41 | U         |     553
        3 |   16 |          42 | Y         |     554
        4 |   14 |          21 | V         |     554
        1 |   10 |          42 | U         |     554
        3 |   16 |          43 | Y         |     555
        1 |   10 |          43 | U         |     555
        4 |   14 |          23 | V         |     555
        1 |   10 |          44 | U         |     556
        3 |   16 |          44 | Y         |     556
        4 |   14 |          25 | V         |     556
        1 |   10 |          45 | U         |     557
        4 |   14 |          27 | V         |     557
        3 |   16 |          45 | Y         |     557
        3 |   16 |          46 | Y         |     558
        1 |   10 |          46 | U         |     558
        4 |   14 |          29 | V         |     558
        3 |   16 |          47 | Y         |     559
        4 |   14 |          31 | V         |     559
        1 |   10 |          47 | U         |     559
        1 |   10 |          48 | U         |     560
        3 |   16 |          48 | Y         |     560
        4 |   13 |           1 | V         |     560
        1 |   10 |          49 | U         |     561
        4 |   13 |           3 | V         |     561
        3 |   16 |          49 | Y         |     561
        1 |   10 |          50 | U         |     562
        3 |   16 |          50 | Y         |     562
        4 |   13 |           5 | V         |     562
        4 |   13 |           7 | V         |     563
        3 |   16 |          51 | Y         |     563
        1 |   10 |          51 | U         |     563
        3 |   16 |          52 | Y         |     564
        4 |   13 |           9 | V         |     564
        1 |   10 |          52 | U         |     564
        4 |   13 |          11 | V         |     565
        3 |   16 |          53 | Y         |     565
        1 |   10 |          53 | U         |     565
        1 |   10 |          54 | U         |     566
        3 |   16 |          54 | Y         |     566
        4 |   13 |          13 | V         |     566
        3 |   16 |          55 | Y         |     567
        1 |   10 |          55 | U         |     567
        4 |   13 |          15 | V         |     567
        3 |   16 |          56 | Y         |     568
        4 |   13 |          17 | V         |     568
        1 |   10 |          56 | U         |     568
        4 |   13 |          19 | V         |     569
        1 |   10 |          57 | U         |     569
        3 |   16 |          57 | Y         |     569
        1 |   10 |          58 | U         |     570
        3 |   16 |          58 | Y         |     570
        4 |   13 |          21 | V         |     570
        3 |   16 |          59 | Y         |     571
        4 |   13 |          23 | V         |     571
        1 |   10 |          59 | U         |     571
        4 |   13 |          25 | V         |     572
        1 |   10 |          60 | U         |     572
        3 |   16 |          60 | Y         |     572
        4 |   13 |          27 | V         |     573
        1 |   10 |          61 | U         |     573
        3 |   16 |          61 | Y         |     573
        4 |   13 |          29 | V         |     574
        3 |   16 |          62 | Y         |     574
        1 |   10 |          62 | U         |     574
        3 |   16 |          63 | Y         |     575
        4 |   13 |          31 | V         |     575
        1 |   10 |          63 | U         |     575
        4 |   12 |           1 | V         |     576
        1 |    9 |           0 | U         |     576
        3 |   15 |          32 | Y         |     576
        3 |   15 |          33 | Y         |     577
        1 |    9 |           1 | U         |     577
        4 |   12 |           3 | V         |     577
        4 |   12 |           5 | V         |     578
        3 |   15 |          34 | Y         |     578
        1 |    9 |           2 | U         |     578
        1 |    9 |           3 | U         |     579
        3 |   15 |          35 | Y         |     579
        4 |   12 |           7 | V         |     579
        3 |   15 |          36 | Y         |     580
        1 |    9 |           4 | U         |     580
        4 |   12 |           9 | V         |     580
        4 |   12 |          11 | V         |     581
        3 |   15 |          37 | Y         |     581
        1 |    9 |           5 | U         |     581
        4 |   12 |          13 | V         |     582
        1 |    9 |           6 | U         |     582
        3 |   15 |          38 | Y         |     582
        3 |   15 |          39 | Y         |     583
        1 |    9 |           7 | U         |     583
        4 |   12 |          15 | V         |     583
        4 |   12 |          17 | V         |     584
        3 |   15 |          40 | Y         |     584
        1 |    9 |           8 | U         |     584
        3 |   15 |          41 | Y         |     585
        4 |   12 |          19 | V         |     585
        1 |    9 |           9 | U         |     585
        3 |   15 |          42 | Y         |     586
        1 |    9 |          10 | U         |     586
        4 |   12 |          21 | V         |     586
        3 |   15 |          43 | Y         |     587
        4 |   12 |          23 | V         |     587
        1 |    9 |          11 | U         |     587
        1 |    9 |          12 | U         |     588
        4 |   12 |          25 | V         |     588
        3 |   15 |          44 | Y         |     588
        4 |   12 |          27 | V         |     589
        1 |    9 |          13 | U         |     589
        3 |   15 |          45 | Y         |     589
        3 |   15 |          46 | Y         |     590
